repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
AlmaLinux/albs-web-server,5,2022,858,15,Organization,Python,1093,fedora:34,fedora
Almeida-a/dicoogle,6,2020,328,7,User,Java,29359,openjdk:8,openjdk
Alpaca00/squash-opponent,4,2021,224,7,User,JavaScript,30186,python:3.8,python
AlphaNecron/Draconic,2,2021,1078,25,User,TypeScript,104668,node:14-alpine3.14,node
AlphaNecron/Void,2,2021,1078,25,User,TypeScript,104668,node:14-alpine3.14,node
AlvaroYmagawa/ignite-node-ts,1,2021,117,7,User,TypeScript,669,node,node
Alvearie/quality-measure-and-cohort-service,1,2022,4089,44,Organization,Java,4260,registry.hub.docker.com/ibmcom/websphere-liberty:22.0.0.3-full-java11-openj9-ubi,registry.hub.docker.com/ibmcom/websphere-liberty
Alves-Bruno/phenovisr,9,2019,295,10,User,C++,222,r-base:3.5.2,r-base
Alyanna09/InnexiaBot,2,2021,1668,64,User,Python,1024,python:3.8.5-slim-buster,python
Alyanna09/innexia,2,2021,1700,64,User,Python,888,python:3.8.5-slim-buster,python
AmMonsoon/petFriendly,6,2021,595,17,User,Python,17203,python:3.9,python
Amagicians/openscout,15,2021,1600,41,User,Java,79055,nvidia/cuda:10.0-cudnn7-devel-ubuntu18.04,nvidia/cuda
Amaindex/asyncio-socks-server,2,2021,194,4,User,Python,150,python:3.8-slim-buster,python
Amanwarlock/docker-react-travisCI,1,2021,238,8,User,HTML,190,nginx,nginx
AmaranthLIS/acme-nginx,5,2019,494,16,User,Python,97,python:3.7-slim,python
Ameelio/ameelio.org-v2,2,2021,1743,47,Organization,TypeScript,44648,docker.io/node:14,docker.io/node
AmericanAirlines/Project-X,2,2021,520,14,Organization,TypeScript,1468,node:14,node
Amsterdam/3DAmsterdam,3,2019,1240,15,Organization,C#,1212259,node:10.7,node
Amsterdam/bag_services,8,2019,513,17,Organization,Python,16821,amsterdam/python,amsterdam/python
Amsterdam/data-verkenner,3,2022,1020,27,Organization,TypeScript,257937,nginx:stable-alpine,nginx
Amsterdam/mijn-amsterdam-frontend,3,2022,6341,54,Organization,TypeScript,47193,node:16.13.0,node
Amsterdam/signals-frontend,6,2022,1983,51,Organization,TypeScript,33696,nginx:stable-alpine,nginx
An0nYm0u5101/OWASP-Nettacker,6,2019,323,7,User,None,6181,ubuntu,ubuntu
An0nYm0u5101/metasploit-framework,9,2020,2336,49,User,None,479220,ruby:2.6.5-alpine3.10,ruby
An0nYm0u5101/offensive-docker,18,2020,18567,392,User,None,504,builder9,builder9
An0nYm0u5101/sqli-hunter,7,2020,699,20,User,None,71,ruby:2.6.5,ruby
AnDr10wA/homemining,13,2021,355,12,User,HTML,10,python:latest,python
Anagabsoares/swap-meet,8,2021,763,18,User,Python,39,continuumio/anaconda3:latest,continuumio/anaconda3
AnandSinhaProjects/A-Hackers-AI-Voice-Assistant,2,2020,388,8,User,Python,5128,pytorch/pytorch:1.5-cuda10.1-cudnn7-devel,pytorch/pytorch
Anantgoel0123456/magneto_aria_heroku,10,2021,1172,29,User,Python,520,ubuntu:18.04,ubuntu
Anantgoel0123456/mirror-bot-old,2,2021,412,13,User,Python,320,anantgoel0123456/anant-python:latest,anantgoel0123456/anant-python
AndersRunningen/toolbox-reference-angular,0,2022,117,3,User,TypeScript,13225,nginx:1.21.6-alpine,nginx
AndreLuisCelis/CRUD-with-Angular-Node.js-and-Mongodb,1,2021,68,3,User,TypeScript,172,nginx,nginx
Andrea-MariaDB-2/github-exporter,2,2020,561,18,User,None,2090,alpine:3.11.3,alpine
Andrea-MariaDB-2/swagger-editor,0,2022,456,13,User,JavaScript,404934,nginx:1.21.6-alpine,nginx
AndreasAugustin/actions-template-sync,8,2022,1299,16,User,Shell,104,node:18.4.0-alpine,node
AndreasHeine/SampleServer-node-opcua,0,2022,368,14,User,TypeScript,1972,node:18.6.0-alpine3.15,node
Andreffelipe/provas_crud,0,2021,250,10,User,TypeScript,480,node:alpine,node
AndreiIlie1397/conference-app-frontend,2,2021,776,22,User,JavaScript,653,node:14,node
AndreiIlie1397/conference-app-gql,0,2021,758,14,User,JavaScript,153,node:14.15-buster,node
AndreiMarianPatru/Frontend-App,2,2021,776,22,User,JavaScript,741,node:14,node
AndreiMarianPatru/conference-app-gql,0,2021,758,14,User,JavaScript,162,node:14.15-buster,node
AndreiTuguiu/conference-app-frontend,2,2021,776,22,User,JavaScript,387,node:14,node
AndreiTuguiu/conference-app-gql,0,2021,758,14,User,JavaScript,155,node:14.15-buster,node
Andrew-Cutlip/CSE442Project,2,2021,162,8,User,JavaScript,35416,python:3.9,python
AndrewDVXI/kitsune,16,2020,3510,81,User,None,134001,full-no-locales,full-no-locales
Andrey890/Vertical-structure-of-accretion-discs,5,2021,214,7,User,Python,225,ghcr.io/hombit/mesa2py:latest,ghcr.io/hombit/mesa2py
AndreyPootMay/yii2,5,2020,413,9,User,PHP,79322,${DOCKER_YII2_PHP_IMAGE},${DOCKER_YII2_PHP_IMAGE}
AndriyKalashnykov/operator-builder,1,2022,462,6,User,Go,932,alpine:latest,alpine
Andy-SE/mlflow,7,2021,975,16,User,Python,39335,continuumio/miniconda3,continuumio/miniconda3
Aneureka/push-to-kindle,3,2021,163,7,User,CSS,1651,python:3.7,python
AngeloCosajh/disc-11,2,2021,1096,23,User,TypeScript,1489,node:16.5.0-alpine,node
Angular2Guy/AngularAndSpring,2,2022,261,6,User,Java,2697,eclipse-temurin:17-jdk,eclipse-temurin
Angular2Guy/AngularPortfolioMgr,2,2022,339,7,User,Java,66729,eclipse-temurin:17-jdk-alpine,eclipse-temurin
AniketMandal/docker-dogeminer,1,2021,369,8,User,Dockerfile,2,tianon/centos,tianon/centos
AnimeSigma/Kurisu,4,2021,287,11,User,Python,398,ubuntu:20.04,ubuntu
Ank221199/mote,1,2021,210,7,User,HTML,1809,python:3.8-alpine,python
Ankitasw/cluster-api-provider-azure,0,2021,2043,25,User,Go,80037,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
AnnaEmson/react-state-matching-game,1,2020,142,7,User,JavaScript,2634,node:13.10-alpine,node
AnnekathrinSilvia/manuscript_CPBioinfo_2021,4,2022,783,8,User,TeX,83626,bioconductor/bioconductor_docker:RELEASE_3_14,bioconductor/bioconductor_docker
Annopaolo/astarte-kubernetes-operator,0,2021,713,12,User,Go,2248,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
AnshuSona001/calculator,0,2019,133,7,User,JavaScript,103,node:10,node
Anshukumarsharma/slam-mirrorbot,2,2021,409,13,User,Python,1842,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
AnthonyLaw/symbol-explorer,0,2020,193,9,User,JavaScript,14755,node:10-alpine,node
AnthonyPluth/Face-Recognition-Frontend,0,2021,123,2,User,JavaScript,4874,nginx:1.19.8,nginx
AntoineSimoulin/m2-data-sciences,16,2021,981,17,User,Jupyter Notebook,85794,ubuntu:latest,ubuntu
Anton-Akinin/service-api,4,2021,738,10,User,None,29964,alpine:latest,alpine
Anton-Akinin/service-ui,3,2021,453,12,User,None,69547,alpine:3.10,alpine
AntoryuLimyh/NUSFintechDevops,2,2021,427,8,User,JavaScript,374,alpine:latest,alpine
Anubhavjoshi040/glossary,2,2021,46,2,User,HTML,59581,klakegg/hugo:ext-alpine,klakegg/hugo
AnyVisionltd/anv-ui-components,2,2022,331,13,Organization,JavaScript,8377,node:12.16.0-alpine,node
Anzifnauzb/lucie-vs,2,2021,146,6,User,Python,111,python:3.8-slim-buster,python
ApCoder123/twofactorauth,5,2022,296,10,User,HTML,19738,ruby:2.7-alpine,ruby
