repo_name,file_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks/frameworksTypeScriptnestnestjs-mongo.dockerfile,2,2022,198,9,Organization,Java,303464,node:16.14.0-slim,node
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks/frameworksTypeScriptnestnestjs-mysql.dockerfile,2,2022,196,9,Organization,Java,303464,node:16.14.0-slim,node
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks/frameworksTypeScriptnestnestjs.dockerfile,2,2022,199,9,Organization,Java,303464,node:16.14.0-slim,node
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks/toolsetdatabasesmysqlmysql.dockerfile,1,2022,1768,33,Organization,Java,303464,buildpack-deps:bionic,buildpack-deps
TheRohans/qi,TheRohans/qi/test_dataDockerfile,2,2022,176,5,Organization,C,2366,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
TigerVNC/tigervnc,TigerVNC/tigervnc/.githubcontainerscentos8Dockerfile,15,2022,525,13,Organization,C++,22370,quay.io/centos/centos:stream8,quay.io/centos/centos
Tinkerforge/generators,Tinkerforge/generators/dockerDockerfile,59,2022,4323,50,Organization,Python,22240,debian:stretch,debian
Tomohiro/fluentular,Tomohiro/fluentular/Dockerfile,1,2022,664,19,User,Ruby,788,ruby:3.1.1-alpine3.15,ruby
Tribler/tribler,Tribler/tribler/Dockerfile,6,2022,949,14,Organization,Python,136522,triblercore/libtorrent:1.2.10-x,triblercore/libtorrent
UCL-INGI/INGInious,UCL-INGI/INGInious/base-containersbaseDockerfile,7,2022,1892,29,Organization,Python,42283,,
WASdev/standards.jsr352.jbatch,WASdev/standards.jsr352.jbatch/tck-runDockerfile,5,2022,1125,21,Organization,Java,9272,${BASE},${BASE}
WhyJustRun/Core,WhyJustRun/Core/Dockerfile,2,2022,681,22,Organization,Ruby,7993,dev,dev
XanClic/qemu,XanClic/qemu/.gitlab-ci.dedk2Dockerfile,2,2022,576,21,User,C,323484,ubuntu:18.04,ubuntu
Yelp/Tron,Yelp/Tron/example-clusterimagesbatchDockerfile,10,2022,848,27,Organization,Python,11617,ubuntu:bionic,ubuntu
Yelp/Tron,Yelp/Tron/yelp_packageitest_dockerfilestronmasterDockerfile,1,2022,23,1,Organization,Python,11617,,
Yelp/Tron,Yelp/Tron/yelp_packageitest_dockerfileszookeeperDockerfile,2,2022,847,7,Organization,Python,11617,ubuntu:bionic,ubuntu
Yubico/pam-u2f,Yubico/pam-u2f/testsbionicDockerfile,20,2022,509,15,Organization,C,955,ubuntu:bionic,ubuntu
aaronmelton/DownloadRouterConfig,aaronmelton/DownloadRouterConfig/Dockerfile,5,2022,1430,32,User,Python,81,python:${PYTHON_VER}-slim,python
aaronmjones/boxed-in-solver,aaronmjones/boxed-in-solver/dockerdebian-busterDockerfile,1,2022,308,11,User,C++,1263,debian:buster,debian
adaltas/node-krb5,adaltas/node-krb5/dockerarchlinuxDockerfile,7,2022,584,14,Organization,C++,186,archlinux/archlinux:base,archlinux/archlinux
adaltas/node-krb5,adaltas/node-krb5/dockercentos7Dockerfile,15,2022,557,15,Organization,C++,186,centos:7,centos
adaltas/node-krb5,adaltas/node-krb5/dockerubuntuDockerfile,12,2022,530,13,Organization,C++,186,ubuntu:bionic,ubuntu
adelton/mod_intercept_form_submit,adelton/mod_intercept_form_submit/testsDockerfile,1,2022,279,9,User,C,67,registry.fedoraproject.org/fedora,registry.fedoraproject.org/fedora
afup/barometre,afup/barometre/dockerdockerfilescliDockerfile,22,2022,760,21,Organization,PHP,9618,php:8.0,php
afup/barometre,afup/barometre/dockerdockerfileswebDockerfile,12,2022,478,11,Organization,PHP,9618,php:8.0-apache,php
ahernp/ahernp.com,ahernp/ahernp.com/Dockerfile,15,2022,791,14,User,Python,1461,python:3.8,python
aircrack-ng/aircrack-ng,aircrack-ng/aircrack-ng/patcheswpefreeradius-wpeDockerfile,16,2022,2219,41,User,C,16156,kalilinux/kali-rolling,kalilinux/kali-rolling
aircrack-ng/aircrack-ng,aircrack-ng/aircrack-ng/patcheswpehostapd-wpeDockerfile,14,2022,1838,36,User,C,16156,kalilinux/kali-rolling,kalilinux/kali-rolling
alcohol/sf-minimal-demo,alcohol/sf-minimal-demo/dockerfpmDockerfile,3,2022,1909,54,User,PHP,6899,base,base
alexamies/buddhist-dictionary,alexamies/buddhist-dictionary/Dockerfile,1,2022,917,19,User,HTML,1490761,alpine:3,alpine
alexdobin/STAR,alexdobin/STAR/extrasdockerDockerfile,5,2022,676,20,User,C,520565,debian:stable-slim,debian
alistair23/qemu,alistair23/qemu/.gitlab-ci.dedk2Dockerfile,2,2022,576,21,User,C,336542,ubuntu:18.04,ubuntu
amplab/tachyon,amplab/tachyon/integrationdockerDockerfile,12,2022,3844,51,Organization,Java,141736,alpine:3.10.2,alpine
andreyfedoseev/django-static-precompiler,andreyfedoseev/django-static-precompiler/Dockerfile,9,2022,313,13,User,Python,473,andreyfedoseev/django-static-precompiler:18.04,andreyfedoseev/django-static-precompiler
apache/allura,apache/allura/Dockerfile,8,2022,2305,34,Organization,Python,42428,ubuntu:18.04,ubuntu
apache/avro,apache/avro/docDockerfile,2,2022,837,2,Organization,Java,22243,klakegg/hugo:ext-alpine,klakegg/hugo
apache/avro,apache/avro/sharedockerDockerfile,27,2022,8920,147,Organization,Java,22243,ubuntu:20.04,ubuntu
apache/bookkeeper,apache/bookkeeper/testsdocker-imagesall-released-versions-imageDockerfile,30,2022,2984,29,Organization,Java,64125,openjdk:8-jdk,openjdk
apache/bookkeeper,apache/bookkeeper/testsdocker-imagesstatestore-imageDockerfile,8,2022,2351,34,Organization,Java,64125,centos:7,centos
apache/drill,apache/drill/Dockerfile,4,2022,2744,24,Organization,Java,64322,$BASE_IMAGE,$BASE_IMAGE
apache/jena,apache/jena/jena-fuseki2jena-fuseki-dockerDockerfile,5,2022,3341,56,Organization,Java,423841,alpine:${ALPINE_VERSION},alpine
apache/thrift,apache/thrift/builddockeroldubuntu-artfulDockerfile,48,2022,7637,183,Organization,C++,29185,buildpack-deps:artful-scm,buildpack-deps
apache/thrift,apache/thrift/builddockerubuntu-bionicDockerfile,55,2022,9224,204,Organization,C++,29185,buildpack-deps:bionic-scm,buildpack-deps
apache/thrift,apache/thrift/builddockerubuntu-discoDockerfile,50,2022,8855,189,Organization,C++,29185,buildpack-deps:disco-scm,buildpack-deps
apache/thrift,apache/thrift/builddockerubuntu-xenialDockerfile,32,2022,8960,178,Organization,C++,29185,buildpack-deps:xenial-scm,buildpack-deps
aplgithub/haikudepotserver,aplgithub/haikudepotserver/supportdeploymentDockerfile,7,2022,2719,35,Organization,Java,9926,docker.io/ubuntu:20.04,docker.io/ubuntu
asciimoo/searx,asciimoo/searx/Dockerfile,4,2022,2984,82,Organization,Python,21033,alpine:3.15,alpine
asciinema/asciinema-cli,asciinema/asciinema-cli/testsdistrosDockerfile.fedora,2,2022,169,8,Organization,Python,2093,fedora:26,fedora
atlasapi/atlas,atlasapi/atlas/Dockerfile,1,2022,19928,385,Organization,Java,216817,openjdk:8,openjdk
ayyi/samplecat,ayyi/samplecat/testdebian-11Dockerfile,6,2022,380,17,User,C,3901,debian:bullseye,debian
ayyi/samplecat,ayyi/samplecat/testdebian-9Dockerfile,9,2022,702,17,User,C,3901,debian:stretch,debian
ayyi/samplecat,ayyi/samplecat/testubuntu-14Dockerfile,6,2022,384,17,User,C,3901,ubuntu:14.04,ubuntu
ayyi/samplecat,ayyi/samplecat/testubuntu-16Dockerfile,6,2022,550,19,User,C,3901,ubuntu:16.04,ubuntu
balabit/syslog-ng,balabit/syslog-ng/dbldimagesfedora-33.dockerfile,9,2022,821,23,Organization,C,32883,fedora:33,fedora
balabit/syslog-ng,balabit/syslog-ng/dockerDockerfile,8,2022,973,18,Organization,C,32883,debian:testing,debian
balloob/home-assistant,balloob/home-assistant/Dockerfile,1,2022,1655,34,Organization,Python,328003,${BUILD_FROM},${BUILD_FROM}
bchew/dynamodump,bchew/dynamodump/Dockerfile,1,2022,237,6,User,Python,178,python:3.10.3-alpine3.14,python
benbalter/licensee,benbalter/licensee/Dockerfile,4,2022,307,11,Organization,Ruby,2033,ruby:3.0,ruby
benedictpaten/cactus,benedictpaten/cactus/Dockerfile,24,2022,4369,40,Organization,C,11305,quay.io/comparative-genomics-toolkit/ubuntu:18.04,quay.io/comparative-genomics-toolkit/ubuntu
benfalk/blog,benfalk/blog/Dockerfile,5,2022,1029,7,User,Ruby,134286,ruby:2.0,ruby
benmatselby/trello-cli,benmatselby/trello-cli/Dockerfile,3,2022,228,7,User,PHP,1275,php:8.1.3-cli-alpine,php
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton/bbb-libreofficedockerDockerfile,4,2022,333,5,Organization,JavaScript,724867,openjdk:11-jre-buster,openjdk
bitcoin/secp256k1,bitcoin/secp256k1/cilinux-debian.Dockerfile,7,2022,1093,20,Organization,C,8997,debian:stable,debian
bovender/LinkTitles,bovender/LinkTitles/Dockerfile,7,2022,747,19,User,PHP,3782,mediawiki:1.37,mediawiki
bperel/EdgeCreator,bperel/EdgeCreator/Dockerfile,3,2022,398,15,User,Vue,7428,node:14-slim,node
brian-team/brian2,brian-team/brian2/.devcontainerDockerfile,4,2022,1456,10,Organization,Python,36774,mcr.microsoft.com/vscode/devcontainers/python:0-${VARIANT},mcr.microsoft.com/vscode/devcontainers/python
browscap/browscap-site,browscap/browscap-site/dockerphpDockerfile,4,2022,233,5,Organization,PHP,4457,php:8.1-alpine,php
buffer/thug,buffer/thug/dockerDockerfile,29,2022,3619,80,User,Python,46840,ubuntu:20.04,ubuntu
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslaravel56Dockerfile,5,2022,335,14,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslaravel58Dockerfile,5,2022,335,14,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslaravel66Dockerfile,5,2022,335,14,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslaravel8Dockerfile,6,2022,345,15,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslaravel9Dockerfile,6,2022,345,15,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-laravel,bugsnag/bugsnag-laravel/featuresfixtureslumen8Dockerfile,4,2022,291,13,Organization,PHP,1404,php:$PHP_VERSION,php
bugsnag/bugsnag-ruby,bugsnag/bugsnag-ruby/featuresfixturesrails7Dockerfile,10,2022,566,16,Organization,Ruby,2994,ruby:$RUBY_TEST_VERSION,ruby
buildout/buildout,buildout/buildout/.githubworkflowsDockerfile,5,2022,820,22,Organization,Python,4537,centos-python,centos-python
buildroot/buildroot,buildroot/buildroot/supportdockerDockerfile,4,2022,1969,47,Organization,Makefile,148572,debian:bullseye-20210902,debian
burningmantech/ranger-ims-server,burningmantech/ranger-ims-server/Dockerfile,8,2022,2155,35,Organization,Python,3326,python:3.10.2-alpine3.14,python
c-w/Gutenberg,c-w/Gutenberg/Dockerfile,7,2022,315,12,User,Python,6152,python:${PYTHON_VERSION},python
cakephp/cakephp-api-docs,cakephp/cakephp-api-docs/Dockerfile,7,2022,1578,57,Organization,JavaScript,4562,alpine:3.14,alpine
cakephp/elastic-search,cakephp/elastic-search/docs.Dockerfile,2,2022,779,14,Organization,PHP,940,markstory/cakephp-docs-builder:runtime,markstory/cakephp-docs-builder
calaldees/KaraKara,calaldees/KaraKara/websiteDockerfile,15,2022,6734,127,User,Python,9639,code,code
calaldees/TeachProgramming,calaldees/TeachProgramming/teachprogrammingstaticlanguage_referencelanguagescDockerfile,3,2022,116,7,User,Python,3585,alpine,alpine
calaldees/TeachProgramming,calaldees/TeachProgramming/teachprogrammingstaticlanguage_referencelanguagesluaDockerfile,2,2022,100,6,User,Python,3585,alpine,alpine
calaos/calaos_base,calaos/calaos_base/.devcontainerDockerfile,4,2022,304,5,Organization,C++,11763,calaos-os-builder:latest,calaos-os-builder
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/Dockerfile,2,2022,10518,178,Organization,Python,354491,tools,tools
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/docDockerfile,6,2022,1782,29,Organization,Python,354491,camptocamp/geomapfish-tools,camptocamp/geomapfish-tools
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/dockerconfigDockerfile,1,2022,402,13,Organization,Python,354491,ubuntu:20.04,ubuntu
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/dockerqgisserverDockerfile,17,2022,3002,53,Organization,Python,354491,runner,runner
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/geoportalc2cgeoportal_geoportalscaffoldsadvance_create{{cookiecutter.project}}geoportalDockerfile,4,2022,2602,59,Organization,Python,354491,camptocamp/geomapfish:{{cookiecutter.geomapfish_major_version_tag_env}},camptocamp/geomapfish
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/geoportalc2cgeoportal_geoportalscaffoldscreate{{cookiecutter.project}}Dockerfile,4,2022,3345,62,Organization,Python,354491,camptocamp/geomapfish-config:{{cookiecutter.geomapfish_major_version_tag_env}},camptocamp/geomapfish-config
camptocamp/puppet-systemd,camptocamp/puppet-systemd/Dockerfile,2,2022,576,11,Organization,Ruby,667,ruby:2.7,ruby
cantino/huginn,cantino/huginn/dockertestDockerfile,6,2022,858,25,Organization,Ruby,8371,huginn/huginn-single-process,huginn/huginn-single-process
cea-sec/ivre,cea-sec/ivre/dockerweb-apacheDockerfile,7,2022,2904,39,Organization,Python,25067,ivre/base:${TAG},ivre/base
cenit-hub/cenit,cenit-hub/cenit/Dockerfile,14,2022,1298,46,Organization,Ruby,40346,ruby:2.7.4,ruby
cenit-hub/cenit,cenit-hub/cenit/nginxDockerfile,1,2022,148,2,Organization,Ruby,40346,nginx,nginx
ceph/ceph,ceph/ceph/srccephadmboxDockerfile,7,2022,1059,19,Organization,C++,568379,centos-systemd-docker,centos-systemd-docker
ceph/teuthology,ceph/teuthology/docsdocker-composeDockerfile,9,2022,725,21,Organization,Python,9837,ubuntu:latest,ubuntu
certificationy/certificationy-cli,certificationy/certificationy-cli/docker8.0Dockerfile,6,2022,726,26,Organization,PHP,115,php:8.0-fpm-alpine,php
chanks/que,chanks/que/Dockerfile,4,2022,651,12,Organization,Ruby,2279,base,base
chaosdorf/mete,chaosdorf/mete/Dockerfile,2,2022,665,21,Organization,Ruby,30748,main,main
chapel-lang/chapel,chapel-lang/chapel/third-partyllvmllvm-srctoolsclangutilsanalyzerDockerfile,17,2022,1705,49,Organization,Chapel,736335,ubuntu:bionic,ubuntu
chef/omnibus-software,chef/omnibus-software/Dockerfile,5,2022,424,19,Organization,Ruby,3605,ubuntu:18.04,ubuntu
chiditarod/dogtag,chiditarod/dogtag/Dockerfile,1,2022,367,16,Organization,Ruby,1464,ruby:2.7.5-alpine,ruby
chocolate-doom/chocolate-doom,chocolate-doom/chocolate-doom/.devcontainerDockerfile,6,2022,1326,20,Organization,C,18668,ubuntu,ubuntu
cinchapi/concourse,cinchapi/concourse/Dockerfile,6,2022,2088,31,Organization,Java,53956,openjdk:8,openjdk
cloudera/hue,cloudera/hue/toolscontainerbasehueDockerfile,7,2022,1636,47,Organization,Python,428523,registry.access.redhat.com/ubi8/ubi,registry.access.redhat.com/ubi8/ubi
cloudera/hue,cloudera/hue/toolscontainerbasehuelbDockerfile,2,2022,479,16,Organization,Python,428523,registry.access.redhat.com/ubi8/ubi,registry.access.redhat.com/ubi8/ubi
cloudera/hue,cloudera/hue/toolscontainercompilehueDockerfile,6,2022,1077,46,Organization,Python,428523,registry.access.redhat.com/ubi8/ubi,registry.access.redhat.com/ubi8/ubi
cloudera/hue,cloudera/hue/toolscontainerhueDockerfile,6,2022,2002,39,Organization,Python,428523,${HUEBASE_VERSION},${HUEBASE_VERSION}
cloudera/hue,cloudera/hue/toolscontainerhuelbDockerfile,6,2022,1741,33,Organization,Python,428523,${HUELBBASE_VERSION},${HUELBBASE_VERSION}
cloudfoundry/bosh,cloudfoundry/bosh/cidockerfilesmain-ruby-goDockerfile,21,2022,1196,41,Organization,Ruby,536049,ubuntu:bionic,ubuntu
cnvogelg/amitools,cnvogelg/amitools/Dockerfile,8,2022,912,20,User,Python,18888,debian:11,debian
cobbler/cobbler,cobbler/cobbler/dockerdevelopdevelop.dockerfile,33,2022,4217,103,Organization,Python,59312,registry.opensuse.org/opensuse/leap:15.3,registry.opensuse.org/opensuse/leap
cobbler/cobbler,cobbler/cobbler/dockerrpmsFedora_34Fedora34.dockerfile,6,2022,1856,58,Organization,Python,59312,fedora:34,fedora
cobbler/cobbler,cobbler/cobbler/dockerrpmsRocky_Linux_8Rocky_Linux_8.dockerfile,9,2022,2489,63,Organization,Python,59312,rockylinux:8,rockylinux
cobbler/cobbler,cobbler/cobbler/dockerrpmsopensuse_leapopenSUSE_Leap153.dockerfile,10,2022,2398,68,Organization,Python,59312,registry.opensuse.org/opensuse/leap:15.3,registry.opensuse.org/opensuse/leap
cobbler/cobbler,cobbler/cobbler/dockerrpmsopensuse_tumbleweedopenSUSE_TW.dockerfile,11,2022,2417,68,Organization,Python,59312,registry.opensuse.org/opensuse/tumbleweed:latest,registry.opensuse.org/opensuse/tumbleweed
conjurinc/cli-ruby,conjurinc/cli-ruby/Dockerfile,1,2022,470,10,Organization,Ruby,1213,ruby:${RUBY_VERSION},ruby
coolprop/CoolProp,coolprop/CoolProp/wrappersJavascriptDockerfile,5,2022,230,6,Organization,C++,28262,emscripten/emsdk,emscripten/emsdk
corriehibberd/residents_app,corriehibberd/residents_app/Dockerfile,8,2022,528,13,User,HTML,238749,ruby:2.6.9,ruby
crccheck/atx-bandc,crccheck/atx-bandc/Dockerfile,3,2022,762,20,User,HTML,3260,python:3.10,python
crossroads/api.goodcity,crossroads/api.goodcity/Dockerfile,6,2022,1356,29,Organization,Ruby,25374,ruby:2.7.3-alpine,ruby
curoverse/arvados,curoverse/arvados/buildpackage-build-dockerfilescentos7Dockerfile,19,2022,3673,52,Organization,Go,46504,build_${HOSTTYPE},build_${HOSTTYPE}
curoverse/arvados,curoverse/arvados/buildpackage-build-dockerfilesdebian11Dockerfile,13,2022,3398,44,Organization,Go,46504,build_${HOSTTYPE},build_${HOSTTYPE}
curoverse/arvados,curoverse/arvados/buildpackage-build-dockerfilesubuntu1804Dockerfile,10,2022,2966,41,Organization,Go,46504,build_${HOSTTYPE},build_${HOSTTYPE}
curoverse/arvados,curoverse/arvados/buildpackage-build-dockerfilesubuntu2004Dockerfile,14,2022,3684,46,Organization,Go,46504,build_${HOSTTYPE},build_${HOSTTYPE}
curoverse/arvados,curoverse/arvados/buildpackage-test-dockerfilesdebian10Dockerfile,8,2022,971,15,Organization,Go,46504,debian:buster,debian
curoverse/arvados,curoverse/arvados/buildpackage-test-dockerfilesdebian11Dockerfile,8,2022,1022,16,Organization,Go,46504,debian:bullseye,debian
curoverse/arvados,curoverse/arvados/buildpackage-test-dockerfilesubuntu1804Dockerfile,9,2022,1225,16,Organization,Go,46504,ubuntu:bionic,ubuntu
curoverse/arvados,curoverse/arvados/buildpackage-test-dockerfilesubuntu2004Dockerfile,8,2022,972,15,Organization,Go,46504,ubuntu:focal,ubuntu
curoverse/arvados,curoverse/arvados/dockerjobsDockerfile,16,2022,1385,21,Organization,Go,46504,debian:buster-slim,debian
cyberchimps/responsive,cyberchimps/responsive/.gitpod.dockerfile,5,2022,2702,56,Organization,PHP,58479,gitpod/workspace-mysql,gitpod/workspace-mysql
dakrauth/travel,dakrauth/travel/Dockerfile,6,2022,522,19,User,Python,19693,python:3.8.10-alpine,python
darkdragon-001/offlinefs,darkdragon-001/offlinefs/.devcontainerDockerfile,2,2022,574,4,User,C++,618,mcr.microsoft.com/vscode/devcontainers/cpp:0-${VARIANT},mcr.microsoft.com/vscode/devcontainers/cpp
davehorton/drachtio-server,davehorton/drachtio-server/Dockerfile,2,2022,1352,29,Organization,C++,319356,debian:stretch-slim,debian
davidcarboni/zebedee,davidcarboni/zebedee/Dockerfile,3,2022,509,10,Organization,Java,26235,openjdk:8-jre,openjdk
devture/nagadmin,devture/nagadmin/etcdockerphpDockerfile,3,2022,1266,16,Organization,PHP,1057,docker.io/php:8.0.15-fpm-alpine3.15,docker.io/php
dmtucker/botd,dmtucker/botd/Dockerfile,3,2022,154,7,User,Python,75,python:3.9,python
dpinney/omf,dpinney/omf/omfsolversmatpower7.0dockerDockerfile,5,2022,2922,46,User,MATLAB,1580213,compdatasci/octave-desktop:latest,compdatasci/octave-desktop
druid-io/druid,druid-io/druid/examplesquickstarttutorialhadoop3dockerDockerfile,35,2022,5283,70,Organization,Java,242010,centos:7,centos
druid-io/druid,druid-io/druid/integration-testsdockerDockerfile,16,2022,6380,61,Organization,Java,242010,druidbase,druidbase
dssit/dss-messenger,dssit/dss-messenger/Dockerfile,7,2022,1971,51,Organization,Ruby,31874,ruby:2.7,ruby
dssit/roles-management,dssit/roles-management/Dockerfile,8,2022,3263,86,Organization,Ruby,124333,ruby:2.7-alpine,ruby
dvarrui/tt-checker,dvarrui/tt-checker/installdockerDockerfile,15,2022,252,11,Organization,Ruby,2546,debian:latest,debian
dworkin/dgd,dworkin/dgd/containerDockerfile,10,2022,466,13,User,C++,32910,alpine:3.13,alpine
e2guardian/e2guardian,e2guardian/e2guardian/gitlabcidocker-ciDockerfile,1,2022,2129,34,Organization,HTML,10110,debian:bullseye-slim,debian
eXist-db/exist,eXist-db/exist/exist-dockersrcmainresources-filteredDockerfile,7,2022,4093,58,Organization,Java,670579,gcr.io/distroless/java:8,gcr.io/distroless/java
ecamp/ecamp3,ecamp/ecamp3/.docker-hubfrontendDockerfile,1,2022,713,12,Organization,PHP,71768,nginx:stable-alpine@sha256:74694f2de64c44787a81f0554aa45b281e468c0c58b8665fafceda624d31e556,nginx
ecamp/ecamp3,ecamp/ecamp3/.docker-hubprintDockerfile,1,2022,696,18,Organization,PHP,71768,node:16.14.0@sha256:61b6cc81ecc3f94f614dca6bfdc5262d15a6618f7aabfbfc6f9f05c935ee753c,node
ecamp/ecamp3,ecamp/ecamp3/apiDockerfile,7,2022,4471,105,Organization,PHP,71768,api_platform_php,api_platform_php
ecamp/ecamp3,ecamp/ecamp3/printbrowserlessDockerfile,2,2022,230,4,Organization,PHP,71768,browserless/chrome:1.50.0-puppeteer-12.0.1@sha256:ca9c1a56ff88ba91c3aac908713cfe92f4e308c941a64e408d00d26bf1de036a,browserless/chrome
edx/codejail,edx/codejail/Dockerfile,14,2022,1625,26,Organization,Python,305,ubuntu:focal,ubuntu
edx/edx-analytics-data-api,edx/edx-analytics-data-api/Dockerfile,10,2022,1292,26,Organization,Python,2315,app,app
edx/edx-platform,edx/edx-platform/Dockerfile,13,2022,6556,104,Organization,Python,1639412,dev,dev
edx/edx-platform,edx/edx-platform/scriptsci-runner.Dockerfile,10,2022,1907,42,Organization,Python,1639412,base,base
egunnar/vim-setup,egunnar/vim-setup/bundlevim-goDockerfile,10,2022,627,19,User,Python,14032,golang:1.16.2,golang
ekg/vg,ekg/vg/Dockerfile,21,2022,5841,77,Organization,C++,124094,base,base
el-bart/mini,el-bart/mini/3d_cubesdkDockerfile,2,2022,234,11,User,G-code,3224,debian:11,debian
el-bart/mini,el-bart/mini/callendar_hooksdkDockerfile,2,2022,196,9,User,G-code,3224,debian:11,debian
elastic/elasticsearch,elastic/elasticsearch/distributiondockersrcdockerDockerfile,1,2022,12601,197,Organization,Java,969345,${base_image},${base_image}
elastic/elasticsearch,elastic/elasticsearch/testfixturess3-fixturestsDockerfile,5,2022,701,20,Organization,Java,969345,ubuntu:20.04,ubuntu
electology/approval_frame,electology/approval_frame/Dockerfile,1,2022,188,7,Organization,Python,1551,python:2,python
emolch/pyrocko,emolch/pyrocko/dockerdocsDockerfile,18,2022,831,17,Organization,Python,39836,debian:stable,debian
errbit/errbit,errbit/errbit/Dockerfile,2,2022,1239,31,Organization,Ruby,24300,ruby:2.7.5-alpine,ruby
etal/cnvkit,etal/cnvkit/dockerDockerfile,10,2022,794,24,User,Python,105770,ubuntu:rolling,ubuntu
evgeny-myasishchev/ledger,evgeny-myasishchev/ledger/Dockerfile,5,2022,1329,20,User,Ruby,1650,ruby:2.2,ruby
exceptionless/Exceptionless,exceptionless/Exceptionless/Dockerfile,10,2022,3241,75,Organization,C#,79049,exceptionless/elasticsearch:7.17.1,exceptionless/elasticsearch
exceptionless/Exceptionless,exceptionless/Exceptionless/builddockerelasticsearchDockerfile,2,2022,243,4,Organization,C#,79049,docker.elastic.co/elasticsearch/elasticsearch:7.17.1,docker.elastic.co/elasticsearch/elasticsearch
f-droid/fdroid-server,f-droid/fdroid-server/buildserverDockerfile,8,2022,2312,45,Organization,Python,24522,debian:stretch,debian
failys/CAIRIS,failys/CAIRIS/dockerDockerfile,13,2022,1440,49,Organization,Python,116838,ubuntu:latest,ubuntu
fda/openfda,fda/openfda/Dockerfile,6,2022,273,8,Organization,Python,86133,python:3.10.2,python
fda/openfda,fda/openfda/apifaersDockerfile,3,2022,116,7,Organization,Python,86133,node:16,node
fda/openfda,fda/openfda/deploydockerelasticsearch-devDockerfile,4,2022,757,12,Organization,Python,86133,docker.elastic.co/elasticsearch/elasticsearch:7.10.2,docker.elastic.co/elasticsearch/elasticsearch
fedora-infra/bodhi,fedora-infra/bodhi/develciintegrationipsilonDockerfile,7,2022,1110,18,Organization,Python,48709,registry.fedoraproject.org/fedora:34,registry.fedoraproject.org/fedora
fguillot/kanboard,fguillot/kanboard/Dockerfile,3,2022,799,19,Organization,PHP,82403,alpine:3.15.0,alpine
fhcrc/deenurp,fhcrc/deenurp/Dockerfile,8,2022,1028,22,Organization,Python,1085,python:3.9,python
fhoeben/hsac-fitnesse-fixtures,fhoeben/hsac-fitnesse-fixtures/dockerchromeDockerfile,2,2022,951,20,User,Java,4136,selenium/standalone-chrome:${SELENIUM_VERSION},selenium/standalone-chrome
fhoeben/hsac-fitnesse-fixtures,fhoeben/hsac-fitnesse-fixtures/dockercombineDockerfile,3,2022,593,15,User,Java,4136,${BUSYBOX_IMAGE},${BUSYBOX_IMAGE}
fjordllc/interns,fjordllc/interns/.devcontainerDockerfile,6,2022,1783,17,Organization,Ruby,42068,mcr.microsoft.com/vscode/devcontainers/ruby:${VARIANT},mcr.microsoft.com/vscode/devcontainers/ruby
fjordllc/interns,fjordllc/interns/Dockerfile,7,2022,1049,26,Organization,Ruby,42068,ruby:3.1.0-alpine,ruby
fluid-project/handbook.floeproject.org,fluid-project/handbook.floeproject.org/Dockerfile,2,2022,226,9,Organization,JavaScript,25729,nginx:1.18.0-alpine,nginx
flux-framework/flux-core,flux-framework/flux-core/srctestdockerbionicDockerfile,13,2022,3755,118,Organization,C,41550,ubuntu:bionic,ubuntu
flux-framework/flux-core,flux-framework/flux-core/srctestdockerchecksDockerfile,6,2022,2156,48,Organization,C,41550,$IMAGESRC,$IMAGESRC
flux-framework/flux-core,flux-framework/flux-core/srctestdockerel7Dockerfile,6,2022,2398,81,Organization,C,41550,centos:7,centos
flux-framework/flux-core,flux-framework/flux-core/srctestdockerel8Dockerfile,10,2022,2136,89,Organization,C,41550,rockylinux:8,rockylinux
flux-framework/flux-core,flux-framework/flux-core/srctestdockerfedora33Dockerfile,4,2022,1554,76,Organization,C,41550,fedora:33,fedora
