repo_name,year,file_size,loc,owner_type,language,size,base_image_full,base_image
wakaba/accounts,2020,1048,25,User,Perl,2047,quay.io/wakaba/docker-perl-app-base,quay.io/wakaba/docker-perl-app-base
wakaba/apploach,2020,798,22,User,Perl,1718,quay.io/wakaba/docker-perl-app-base,quay.io/wakaba/docker-perl-app-base
wakaba/mailserver,2016,578,17,User,Perl,646,quay.io/wakaba/docker-perl-app-base,quay.io/wakaba/docker-perl-app-base
wakaba/i401,2021,924,18,User,Perl,638,debian:stretch,debian
okaberocks/covid19-cantabria,2021,1114,24,Organization,Python,27574,python:3.7.2-slim,python
josemunozr/video-platform-api-server,2020,150,8,User,JavaScript,1075,node:12.18.3-alpine,node
PSPDFKit/pspdfkit-web-signing-service-example,2021,152,7,Organization,JavaScript,71,node:10,node
joselsegura/insights-results-smart-proxy,2021,1365,11,User,Go,19130,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
CloudNativeBase/user,2021,334,10,Organization,Go,118,cnbattle/docker-go:runner,cnbattle/docker-go
ChrisGVE/qmk_firmware,2021,100,4,User,C,188742,qmkfm/qmk_cli,qmkfm/qmk_cli
LeagueDAO/LeagueDAO-GOV-YF-Frontend,2020,302,10,Organization,TypeScript,20307,nginx:stable-alpine,nginx
jetexe/cookiecutter-docker,2021,643,13,User,Dockerfile,5272,python:3.10.0-alpine,python
Biotecnomed/molim-pymicros,2021,184,6,Organization,Python,341,python:3.8-slim-buster,python
RabahZeineddine/rtsp-to-mjpeg,2021,304,8,User,Shell,5,ubuntu,ubuntu
RabahZeineddine/docker-ffmpeg,2021,1968,72,User,Dockerfile,7,alpine:3.9,alpine
TheRestartProject/restarters.net,2021,1192,13,Organization,PHP,187618,circleci/php:7.4-node-browsers,circleci/php
nasirov/anime-checker,2021,745,16,User,Java,18453,openjdk:8-jdk-alpine,openjdk
common-group/services-core,2018,76,4,Organization,Ruby,199801,comum/deps:latest,comum/deps
jchuang1977/docker-yocto,2021,2597,30,User,Shell,56,ubuntu:20.04,ubuntu
OdierBambi/WilliamButcherBot,2021,445,8,User,Python,1725,williambutcherbot/python:latest,williambutcherbot/python
dzhw/metadatamanagement,2021,539,12,Organization,Java,241379,adoptopenjdk:15.0.2_7-jre-hotspot-focal,adoptopenjdk
gereon77/swords-and-ravens,2019,393,4,User,TypeScript,170126,alpine,alpine
mikeiovine/pytorch,2021,2930,64,User,None,550440,official,official
HazemBittar/docker-bench-security,2021,469,13,User,Shell,4042,alpine:3.13,alpine
HazemBittar/trivy,2021,141,5,User,Go,698317,alpine:3.14,alpine
siji-sathyan/samplemaven,2021,140,5,User,Dockerfile,41,openjdk:8,openjdk
siji-sathyan/mvnpiperepojenkins,2021,159,4,User,Dockerfile,20,openjdk:8,openjdk
tmckay/music-scales,2021,301,10,User,Python,121,python:3.9-slim-buster,python
lubyshev/go-site-benchmark,2021,563,19,User,Go,9850,alpine,alpine
Pronovix/docker-drupal-dev,2021,775,8,Organization,PHP,29,${PHP_IMAGE},${PHP_IMAGE}
michalchecinski/isod-api-airtable,2021,423,14,User,Python,23,python:3.6.8-slim,python
etsimechack2021/notifications_consumer,2021,639,17,User,JavaScript,3384,python:3.7-slim-buster,python
innodreamer/cb-spider,2021,2072,24,User,Go,73146,ubuntu:latest,ubuntu
ModioAB/kubespray,2020,969,18,Organization,Python,15975,ubuntu:18.04,ubuntu
ggibelli/pinocchio-pizza,2020,289,7,User,JavaScript,4486,python:3.8,python
FaruNL/php-docker-basic,2021,156,8,User,Shell,2,php:8.0.11-fpm,php
rebecca-warren/vuln-graphql-api,2021,535,18,User,TypeScript,126,node:latest,node
rebecca-warren/vuln_node_express,2021,122,7,User,JavaScript,20,node:15.12.0-buster,node
mechnicov/parser-manager,2021,285,12,User,Python,11090,ruby:3.0.1-alpine3.13,ruby
LDMX-Software/ldmx-sw,2021,752,11,Organization,C++,71357,ldmx/dev:${DEV_TAG},ldmx/dev
pondrejk/robottelo,2020,458,10,User,Python,30657,fedora,fedora
arvatoaws-labs/docker-wordpress,2021,2802,79,Organization,PHP,158,ubuntu:20.04,ubuntu
kevinrizza/operator-lifecycle-manager,2021,1109,29,User,Go,51540,gcr.io/distroless/static:debug,gcr.io/distroless/static
paescuj/directus,2021,1499,10,User,TypeScript,336115,node:${NODE_VERSION},node
someengineering/cloudkeeper,2021,7520,151,Organization,Python,7540,phusion/baseimage:focal-1.0.0,phusion/baseimage
mandico21/tgbot_template,2021,279,7,User,None,36,python:3.9-slim,python
samgermain/ccxt,2021,1643,25,User,JavaScript,1175897,ubuntu:20.04,ubuntu
samgermain/freqtrade,2021,1682,38,User,Python,58536,base,base
ianaspivac/restuarant-kitchen,2021,144,8,User,Go,22,golang:1.17-alpine,golang
18F/join.tts.gsa.gov,2020,409,11,Organization,HTML,6114,ruby:2.7,ruby
18F/tock,2021,189,6,Organization,Python,12743,python:3.9.6,python
18F/handbook,2020,197,8,Organization,JavaScript,44701,ruby:2.7.0,ruby
tough-dev-school/education-backend,2021,2223,39,Organization,Python,994,python:3.9.7-slim-buster,python
byte-crunchers/ss-utopia-spark,2021,1549,19,Organization,Python,107,$base_img,$base_img
VladGoogle/hw_diplom,2021,416,16,User,TypeScript,682,node:12.13-alpine,node
lmangani/cLoki,2021,166,8,User,JavaScript,2269,node:14-slim,node
Bluewine/automation-web,2021,1440,26,User,CSS,32245,adoptopenjdk/openjdk11:jre-nightly,adoptopenjdk/openjdk11
Mafusen/UiA-Bacit,2021,659,3,User,Java,934,tomcat:9,tomcat
digital-stage/router,,348,6,Organization,TypeScript,1700,node:alpine,node
0xalpharush/slither,2020,916,20,User,Python,28758,ubuntu:bionic,ubuntu
jeizenga/vg,2021,5068,73,User,C++,62096,base,base
giggls/ldap-user-manager,2021,952,23,User,PHP,918,php:8-apache,php
bluecollardev/mediashare,2021,444,16,Organization,TypeScript,15239,node:12.13-alpine,node
biancarosa/wow-realm-status-notifier,2021,198,7,User,Go,77,scratch,scratch
UNICT-DMI/Telegram-SpottedDMI-Bot,2021,1062,20,Organization,Python,8289,ubuntu:18.04,ubuntu
UNICT-DMI/Telegram-UNICT-Bot,2021,146,6,Organization,Python,304,python:3-slim,python
UNICT-DMI/UNICT-Elezioni,2020,264,9,Organization,TypeScript,30462,node:13.12.0-alpine,node
UNICT-DMI/open-job-dmi,2021,109,5,Organization,HTML,345,golang:alpine,golang
albernnV/D7024E,2021,685,6,User,Go,232,alpine:latest,alpine
stelfrag/netdata,2020,29,1,User,C,73276,,
PeakBI/incubator-superset,2021,2694,60,Organization,JavaScript,237536,python:3.6-buster,python
vitessio/vitess,2017,22,1,Organization,Go,252694,,
DavidWeiland/P9-front-end-dashboard,2020,70,5,User,JavaScript,146,node:lts-alpine,node
SirJson/qmk_firmware,2019,101,5,User,C,180972,qmkfm/base_container,qmkfm/base_container
EventStore/EventStore,2021,2794,67,Organization,C#,319449,mcr.microsoft.com/dotnet/runtime-deps:5.0-${CONTAINER_RUNTIME},mcr.microsoft.com/dotnet/runtime-deps
uvelyster/cicddemo,2021,438,12,User,Dockerfile,19,bitnami/node:9-prod,bitnami/node
jzwebdev/pytorch,2021,2930,64,User,C++,399372,official,official
ni-pnwakwoke/python-echo-api,2021,139,5,User,Python,3,python:3.8-slim,python
riddopic/terraform-validator,2021,372,9,User,Go,14884,golang:1.14,golang
riddopic/opentelemetry-ruby,2021,1712,58,User,Ruby,6831,ruby:"${RUBY_VERSION}-alpine${ALPINE_VERSION}",ruby
riddopic/gatekeeper,2021,985,27,User,Go,91863,$BASEIMAGE,$BASEIMAGE
riddopic/heimdall2,2021,1576,38,User,TypeScript,139074,$BASE_CONTAINER,$BASE_CONTAINER
riddopic/caldera,2020,549,17,User,Python,22570,ubuntu:focal,ubuntu
khanhnwin/website,2021,3096,79,User,SCSS,410794,builder,builder
geraldioeres/cookly,2021,269,12,User,Go,7445,alpine:3.14,alpine
puolimatkankrouvi/dockertest,2021,288,8,User,TypeScript,304,,
puolimatkankrouvi/Fahrenheit-converter-React,2021,219,9,User,JavaScript,481,nginx,nginx
seonwoo960000/not-to-do-list,2021,234,10,User,JavaScript,2240,nginx,nginx
maticardenas/football_api_notif,2021,734,23,User,Python,157,python:3.8,python
Miraddo/gotraining,2018,180,6,User,Go,102183,golang:1.11-alpine3.8,golang
jcheron/FrameworkBenchmarks,2021,974,15,User,Java,302810,buildpack-deps:bionic,buildpack-deps
Ajsalemo/AngularUniversalSSR,2021,717,20,User,TypeScript,5180,node:14-alpine3.10,node
olkitu/CIDResolver,2021,373,11,User,TypeScript,1371,nginx:stable-alpine,nginx
Tsr-rina/tryon_app,2021,145,7,User,JavaScript,169152,python:3,python
ROCmSoftwarePlatform/MIOpen,2021,4433,89,Organization,Assembly,534145,ubuntu:18.04,ubuntu
ROCmSoftwarePlatform/pytorch,2021,2930,64,Organization,C++,338819,official,official
ROCmSoftwarePlatform/AMDMIGraphX,2021,2936,70,Organization,C++,14056,ubuntu:18.04,ubuntu
ianmasae/engineering-education,2021,861,28,User,SCSS,1128868,ubuntu:bionic,ubuntu
dlmcpaul/EnphaseCollector,2021,790,15,User,Java,2936,azul/zulu-openjdk-alpine:11.0.12,azul/zulu-openjdk-alpine
adamlaska/intellij-sdk-docs,2016,716,25,User,None,33799,ruby:2.2,ruby
devnull850/LIEF,2021,994,14,User,C++,52917,quay.io/pypa/manylinux1_x86_64:2020-12-30-e2b3664,quay.io/pypa/manylinux1_x86_64
DBCDK/bibliotekdk-next-api,2020,484,12,Organization,JavaScript,1655,$NODE_BASEIMAGE,$NODE_BASEIMAGE
kinkicon/billoinaire,2021,169,5,User,Shell,6,alpine:latest,alpine
Kuadrant/authorino,2021,469,9,Organization,Go,20574,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
fversaci/CassandraDL,2021,3241,80,User,Python,127,dhealth/pylibs-toolkit:0.12.2-cudnn,dhealth/pylibs-toolkit
qelphybox/hakeshonassybot,2021,200,8,User,JavaScript,8530,node:13.8-alpine,node
thenewboston-developers/thenewboston-node,2021,2612,42,Organization,Python,1903,nginx:1.19.10-alpine,nginx
dennislwm/pyaction,2020,800,11,User,Python,60507,step2-a,step2-a
hydave25/simplegoapp,2021,919,13,User,Go,17,gcr.io/distroless/base,gcr.io/distroless/base
ashwin47/desihackernews,2021,305,12,User,Ruby,5305,ruby:2.7.2,ruby
tonybaloney/pycharm-security,2021,1400,19,User,Kotlin,9892,ubuntu:18.04,ubuntu
tonybaloney/Pyjion,2021,1277,22,User,C++,17568,ubuntu:latest,ubuntu
merico-dev/lake,2021,506,15,Organization,Go,7633,alpine:edge,alpine
m-mizutani/octovy,2021,501,17,User,Go,4411,gcr.io/distroless/base,gcr.io/distroless/base
shubham11941140/pandas,2020,1690,25,User,None,242622,quay.io/condaforge/miniforge3,quay.io/condaforge/miniforge3
miniprojectsfit23/HospitalWithML,2021,599,13,Organization,CSS,61018,python:3.9.1,python
beerus266/React-CV-Introduction,2021,333,8,User,JavaScript,925,nginx:1.17-alpine,nginx
meyfa/wg-system,2021,1018,23,User,TypeScript,2679,node:16-alpine,node
mykquayce/minecraft-bedrock-server,2021,507,12,User,Shell,19,ubuntu:latest,ubuntu
SatelliteQE/testfm,2021,314,8,Organization,Python,344,fedora,fedora
SatelliteQE/robottelo,2020,458,10,Organization,Python,30650,fedora,fedora
mzeidhassan/doctr,2021,519,15,User,None,11285,python:3.8.1-slim,python
pablooliva/ch.ckl.st-client,2021,975,16,User,TypeScript,2134,nginx:1.15,nginx
pablooliva/ch.ckl.st-server,2021,93,6,User,TypeScript,1314,node:10-alpine,node
AFLplusplus/LibAFL,2021,3624,67,Organization,Rust,9938,rust:bullseye,rust
AFLplusplus/AFLplusplus,2021,2883,50,Organization,C,30238,ubuntu:20.04,ubuntu
hixio-mh/buildkit,2020,12626,228,User,None,14320,buildkit-${BUILDKIT_TARGET},buildkit-${BUILDKIT_TARGET}
hixio-mh/cvat,2020,5363,123,User,None,96227,ubuntu:16.04,ubuntu
hixio-mh/custom-distribution-service,2020,775,11,User,None,1848,openjdk:8-jre-alpine,openjdk
hixio-mh/docs-,2020,2144,31,User,None,230627,node:14-alpine,node
hixio-mh/incubator-superset,2020,4459,65,User,Python,134908,lean,lean
StephenJamesSmith/openshift-docs,2020,193,5,User,HTML,455198,centos:8,centos
Andrew-Cutlip/CSE442Project,2021,162,8,User,JavaScript,28330,python:3.9,python
jenny-s51/keycloak-admin,2021,257,7,User,TypeScript,37071,quay.io/keycloak/keycloak:15.0.2,quay.io/keycloak/keycloak
Victorp99/website,2021,955,21,User,HTML,321808,golang:1.15-alpine,golang
knottasoft/enterprise-catalog,2021,3165,35,Organization,Python,46227,app,app
Soham041201/LinkFree,2021,625,17,User,JavaScript,369,node:15,node
The-Transplants/products,2021,96,6,Organization,JavaScript,198,node:16-alpine,node
coderbydesign/insights-rbac,2021,2370,49,User,Python,2370,registry.access.redhat.com/ubi8/python-36,registry.access.redhat.com/ubi8/python-36
yuryu/open-saves,2021,1923,18,User,Go,1102,alpine:3,alpine
theerapatk/fastify-app,2021,620,19,User,TypeScript,1844,node:14.17-slim,node
gagandeepp/electionguard-ui,2021,315,14,User,TypeScript,7091,node:14.15,node
sumitdvlp/azure-cli,2020,2906,42,User,None,320610,python:${PYTHON_VERSION}-alpine3.11,python
kotfreede/Tele-LeechX,2021,688,31,User,Python,827,ubuntu:20.04,ubuntu
iamtmoe/blog,2021,307,9,User,Dockerfile,2433,nginx:latest,nginx
gerardmargaux/Test-CICD,2021,334,5,User,Python,6,python:3.8-slim-buster,python
decentralizedthoughts/decentralizedthoughts.github.io,2018,116,5,User,HTML,16667,jekyll/jekyll,jekyll/jekyll
BadrAly/rero-ils,2020,1139,15,User,Python,57466,rero/rero-ils-base:${VERSION},rero/rero-ils-base
Nxt-Stark/Media-Search-bot,2021,146,6,User,Python,245,python:3.8-slim-buster,python
Nxt-Stark/MT-Media-Search-bot,2021,146,6,User,Python,245,python:3.8-slim-buster,python
kukey/twemproxy,2017,188,10,User,None,3033,gcc,gcc
Messi12300/rating,2021,151,6,User,Python,181,python:3.8-slim-buster,python
smarshgao/openwrt_packit,2021,182,4,User,Shell,44701,scratch,scratch
DestinyItemManager/DIM,2021,366,9,Organization,TypeScript,391545,node:fermium,node
DestinyItemManager/dim-api,2021,391,11,Organization,TypeScript,1067,node:16-alpine,node
yerinu2019/opa-envoy-plugin,2021,338,6,User,Go,372070,gcr.io/distroless/cc,gcr.io/distroless/cc
wmitsuda/erigon,2021,1276,25,User,Go,268590,docker.io/library/alpine:3.14,docker.io/library/alpine
wmitsuda/otterscan,2021,4560,81,User,TypeScript,11576,nginx:1.21.3-alpine,nginx
hzi-braunschweig/SORMAS-Angular,2021,1045,25,Organization,TypeScript,2543,nginx,nginx
agerasimenkoz/semantic_similarity_ru,2021,863,17,User,Python,20,python:3.8,python
C2DH/legionnaire,2021,456,20,Organization,JavaScript,7140,busybox,busybox
C2DH/journal-of-digital-history-backend,2021,1091,51,Organization,Python,2009,python:3.8.0-alpine,python
hivdb/chiro-cms,2020,131,4,Organization,Python,196115,python:3,python
zvikfir/greenpress,2021,147,7,User,None,5096,node:14.5.0,node
JanChodorowski/saleor-dashboard,2021,494,16,User,TypeScript,131882,nginx:stable,nginx
mitchclarkebase2/cfn-guardian,2021,346,12,User,Ruby,318,ruby:2.7-alpine,ruby
SkillsFundingAgency/das-employerapprenticeshipsservice,2020,1137,13,Organization,C#,65748,mcr.microsoft.com/dotnet/framework/sdk,mcr.microsoft.com/dotnet/framework/sdk
SkillsFundingAgency/das-self-service,2020,458,11,Organization,C#,101,mcr.microsoft.com/dotnet/core/aspnet:2.2-alpine,mcr.microsoft.com/dotnet/core/aspnet
wagoid/commitlint-github-action,2021,343,12,User,JavaScript,11726,node:16.5.0-alpine3.14,node
waiwera/waiwera,2020,2038,50,Organization,Fortran,9974,debian:buster-slim,debian
guizanelato/7813_review03,2021,522,8,User,Dockerfile,4,python:3.6-alpine,python
B-P-Coders/Textige-server,2021,165,7,Organization,JavaScript,147,alpine:latest,alpine
tarantogaX/platform-website,2021,190,10,User,TypeScript,34005,node,node
illfygli/wikihow,2021,769,19,User,None,342,node:16.9.1,node
cgdent/goof,2021,222,10,User,JavaScript,5510,node:14.1.0,node
mahajanrajan/hugo,2021,1086,21,User,Go,105322,alpine:3.12,alpine
Dog-Egg/script-console,2021,318,14,User,JavaScript,368,python:3.6,python
StagBIN/frontend,2021,314,11,Organization,JavaScript,923,nginx:alpine,nginx
clingen-data-model/genegraph,2021,749,13,Organization,Clojure,10536,openjdk:11,openjdk
Watemlifts/redash,2018,814,17,User,Python,16548,redash/base:latest,redash/base
ramlaxman/How-I-Learn-Python,2018,1,0,User,Jupyter Notebook,589,,
supabase/realtime,2021,1305,32,Organization,Elixir,3237,debian:buster,debian
AngeloCosajh/disc-11,2021,1096,23,User,TypeScript,1489,node:16.5.0-alpine,node
Namaneo/Junie,2021,543,19,User,C,4490,alpine,alpine
kaisecheng/logstash,2021,2444,51,User,Ruby,116197,ubuntu:bionic,ubuntu
emreb/demo-graphql,2021,646,20,User,None,552,node:15-slim,node
communitiesuk/mhclg-data-collection-beta,2021,2353,35,Organization,Ruby,1175,ruby:3.0.2-alpine,ruby
charddumper/slam-mirrorbot-1,2021,409,13,User,Python,1821,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
ansao-aci/rally,2021,1245,23,User,Python,50071,ubuntu:20.04,ubuntu
nouchka/docker-signal,2021,1297,29,User,Dockerfile,13,debian:stable-slim,debian
nouchka/docker-gitcheck,2021,390,9,User,Dockerfile,3,python:alpine,python
nouchka/docker-terraform,2021,1219,31,User,Dockerfile,13,golang:alpine,golang
christfellowshipchurch/apollos-api,2021,145,7,Organization,JavaScript,4018,node:10.22-alpine,node
farleezee/LL,2021,440,8,User,JavaScript,1367,node:10,node
holaplex/metaplex,2021,1231,21,Organization,TypeScript,27405,node:14.17.3-alpine,node
aprian1337/thukul-service,2021,302,14,User,Go,722,alpine:3.14,alpine
ronsilverentand/agfzb-CloudAppDevelopment_Capstone,2021,528,16,User,JavaScript,769,python:3.8.2,python
mludvig/pareido,2021,941,25,User,Python,1689,openvino/ubuntu20_runtime:2021.4,openvino/ubuntu20_runtime
dailymotion/dailymotion-sdk-js,2020,637,13,Organization,JavaScript,370,node:12.6.0,node
morucci/monocle,2021,1078,9,User,Haskell,7063,registry.fedoraproject.org/fedora:33,registry.fedoraproject.org/fedora
mullvad/mullvadvpn-app,2021,967,23,Organization,Rust,49959,debian:stretch@sha256:a5934d79acb9d1182ef5c747e23e462784f6345479e33b40c979fbe8dce5db40,debian
Bimbalacom/bimbalacom,2021,705,10,Organization,PHP,34618,haakco/stage3-ubuntu-20.04-php7.4-lv,haakco/stage3-ubuntu-20.04-php7.4-lv
linancn/CrystaLCA,2021,114,3,User,TypeScript,1353,nginx:alpine,nginx
shannonxtreme/website,2021,955,21,User,HTML,323191,golang:1.15-alpine,golang
sgtsispen/rhsispen,2021,950,19,User,CSS,26584,python:3.8-slim,python
38/d4-format,2021,246,8,User,Rust,2474,debian:buster-slim,debian
dvci/health_cards,2021,1237,28,Organization,Ruby,1313,ruby:2.7.3,ruby
rdfurman/core,2021,578,14,User,Python,276585,${BUILD_FROM},${BUILD_FROM}
mamatwarmen95/website,2021,3096,79,User,None,406186,builder,builder
Atlas-2005/discord-bot,2021,195,8,User,JavaScript,728,node:16.9.1,node
tarampampam/3proxy-docker,2021,3086,51,User,Dockerfile,68,busybox:1.34.1-glibc,busybox
tarampampam/webhook-tester,2021,2670,49,User,Go,7436,scratch,scratch
tarampampam/laravel-roadrunner-in-docker,2021,4251,62,User,PHP,250,--platform=linux/amd64,--platform=linux/amd64
tarampampam/arduino-deps-installer,2021,1756,37,User,Go,73,scratch,scratch
tarampampam/error-pages,2021,2345,46,User,Go,274,scratch,scratch
tarampampam/nginx-docker,2020,494,9,User,HTML,53,nginx:${NGINX_VERSION},nginx
tarampampam/curl-docker,2021,3296,89,User,Dockerfile,23,scratch,scratch
tarampampam/guzzle-url-mock,2020,638,15,User,PHP,74,php:8.0-alpine,php
tarampampam/tinifier,2021,1817,37,User,Go,42672,scratch,scratch
tarampampam/node-docker,2021,901,17,User,JavaScript,100,node:${NODE_VERSION:-alpine},node
tarampampam/http-proxy-daemon,2021,2316,43,User,Go,457,scratch,scratch
tarampampam/mikrotik-hosts-parser,2021,2829,55,User,Go,4121,scratch,scratch
williaumwu/flask_sample,2016,24,1,User,HTML,611,python:2.7-onbuild,python
RADAR-base/ManagementPortal,2021,2171,44,Organization,Java,16706,openjdk:11-jre-slim,openjdk
mehmetcoban/google-ads-php,2021,801,10,User,PHP,19660,php:8.0-apache,php
oat-sa/doc-lti1p3,2021,76,2,Organization,Dockerfile,1679,squidfunk/mkdocs-material,squidfunk/mkdocs-material
rexzhang/asgi-webdav,2021,748,12,User,Python,1307,python:3-slim,python
robzor92/machine-learning-api,2021,497,11,User,Python,14281,ubuntu:20.04,ubuntu
ethanpoole/terraling,2020,360,10,User,Ruby,8489,ruby:2.6.5,ruby
rh-lab-q/conflab,2019,551,15,Organization,Python,2157,python:3,python
emilycolonq/swap-meet,2021,763,18,User,Python,37,continuumio/anaconda3:latest,continuumio/anaconda3
premultiply/evcc,2020,1172,27,User,None,41494,alpine:3.12,alpine
jentrata/jentrata-msh,2019,538,10,Organization,Java,1997,jentrata/jentrata-msh:3,jentrata/jentrata-msh
gavdraper/peloton-to-garmin,2021,1280,33,User,C#,111700,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
DanMHammer/goDice,2020,433,13,User,Go,12389,alpine,alpine
paulmw/qmk_firmware,2021,100,4,User,C,184427,qmkfm/qmk_cli,qmkfm/qmk_cli
bexmckinnon/codewof,2021,828,19,User,Python,10548,uccser/django:2.2.3,uccser/django
habx/aws-mq-cleaner,2020,1129,26,Organization,Go,1487,scratch,scratch
Standard-Normal/sne-observability,2021,713,11,Organization,Python,17,python:3.7,python
JanczarKurek/aplikacjawww,2021,1442,30,User,Python,19313,python:alpine,python
Stop-COVID19-Nagano/covid19,2021,180,9,Organization,Vue,155345,node:14.16-alpine,node
damoon/network-health-admission-controller,2021,760,15,User,Go,234,alpine:3.14.2@sha256:e1c082e3d3c45cccac829840a25941e679c25d438cc8412c2fa221cf1a824e6a,alpine
damoon/network-health-sidecar,2021,1004,18,User,Go,107,alpine:3.14.2@sha256:e1c082e3d3c45cccac829840a25941e679c25d438cc8412c2fa221cf1a824e6a,alpine
j-brn/CSC-Bot,2021,499,18,User,JavaScript,1333,node:16-alpine,node
andi242/twitch_banbot,2021,289,12,User,JavaScript,6,node:16-alpine,node
jochenklar/chemotion_ELN,2021,2194,38,User,None,15834,phusion/passenger-ruby24:0.9.30,phusion/passenger-ruby24
carkod/binbot,2021,478,13,User,JavaScript,11450,python:3.8,python
nukeop/nuclear,2019,326,8,User,TypeScript,83802,node,node
IBM/trusted-service-identity,2018,92,4,Organization,Shell,31707,alpine:latest,alpine
IBM/swift-kitura-app,2021,2638,36,Organization,HTML,212,swift:5.5.0,swift
IBM/ibm-common-service-operator,2021,1503,30,Organization,Go,6180,hyc-cloud-private-edge-docker-local.artifactory.swg-devops.com/build-images/ubi8-minimal:latest,hyc-cloud-private-edge-docker-local.artifactory.swg-devops.com/build-images/ubi8-minimal
IBM/go-gin-app,2021,784,17,Organization,HTML,1291,registry.access.redhat.com/ubi8:8.4,registry.access.redhat.com/ubi8
IBM/FormalML,2021,992,18,Organization,Coq,12512,${coq_image},${coq_image}
IBM/java-liberty-app,2021,474,11,Organization,HTML,188,openliberty/open-liberty:kernel-java8-openj9-ubi,openliberty/open-liberty
IBM/portieris,2021,2531,32,Organization,Go,895,scratch,scratch
IBM/nodejs-express-app,2021,297,10,Organization,HTML,3458,registry.access.redhat.com/ubi8/nodejs-14-minimal:1,registry.access.redhat.com/ubi8/nodejs-14-minimal
IBM/varnish-operator,2021,1124,30,Organization,Go,3229,debian:bullseye-slim,debian
IBM/lale,2019,562,13,Organization,Python,26762,python:${python_version}-stretch,python
IBM/ibm-vpc-file-csi-driver,2021,1100,25,Organization,Go,359,ubuntu:16.04,ubuntu
IslasGECI/FeralCatEradication,2021,364,6,Organization,R,490,islasgeci/base:0.7.0,islasgeci/base
IslasGECI/geci_plots,2021,168,12,Organization,Python,161,python:3,python
zuoshou-yao/jd_py,2021,1377,23,User,Python,1044,python:3.7.11-slim-buster,python
OCHA-DAP/hdx-ckan,2021,3117,100,Organization,Python,239790,public.ecr.aws/unocha/debian-base-s6:10-slim,public.ecr.aws/unocha/debian-base-s6
OCHA-DAP/hdx-scraper-covid-viz,2020,136,5,Organization,Python,248048,unocha/hdx-scraper-baseimage:stable,unocha/hdx-scraper-baseimage
JarnDev/axis-todo,2021,509,14,User,TypeScript,288,node:14.15.4,node
dmytro-buhaiets/tbd-auto-versioning,2021,174,5,User,JavaScript,6,node:16-alpine,node
mistkml/mistk,2021,122,4,Organization,Python,382,${BASE_IMAGE_REGISTRY}python:3.6,${BASE_IMAGE_REGISTRY}python
greenriver/hmis-warehouse,2020,17,1,Organization,Ruby,425641,,
elix22/assimp,2021,612,18,User,C++,193940,ubuntu:14.04,ubuntu
M3nin0/mran-reproducibility,2021,383,10,User,Dockerfile,1996,jupyter/base-notebook:lab-3.1.13,jupyter/base-notebook
Amagicians/openscout,2021,1600,41,User,Java,79055,nvidia/cuda:10.0-cudnn7-devel-ubuntu18.04,nvidia/cuda
OpenClinica/kpi,2019,5201,62,Organization,Python,14652,kobotoolbox/koboform_base:latest,kobotoolbox/koboform_base
shin04/simple-sed,2021,515,13,User,Python,263,nvidia/cuda:11.2.0-devel-ubuntu20.04,nvidia/cuda
sokamur-phoenix-sample/sample,2021,1034,19,User,Ruby,3600,ruby:3.0.2,ruby
ita-social-projects/EPlast-Client,2020,605,13,Organization,TypeScript,9654,nginx:alpine,nginx
ita-social-projects/EPlast,2020,1316,36,Organization,C#,9158,base,base
ita-social-projects/horondi_client_fe,2021,584,17,Organization,JavaScript,43246,nginx:stable-alpine,nginx
sowhatifimlazy/api,2020,126,7,User,JavaScript,365,node:10-alpine,node
NUMtechnology/modules,2020,186,8,Organization,Shell,274,amazon/aws-cli:2.0.38,amazon/aws-cli
umcconnell/destroyer2,2020,284,7,User,JavaScript,11898,node:alpine,node
Itzharshit/otp-scam,2021,287,10,User,Python,7,debian:latest,debian
Itzharshit/innexia,2021,1700,64,User,Python,887,python:3.8.5-slim-buster,python
jessepope/swap-meet,2021,763,18,User,Python,39,continuumio/anaconda3:latest,continuumio/anaconda3
fragaria/karmen-web,2021,289,14,Organization,JavaScript,110336,gatsbyjs/gatsby,gatsbyjs/gatsby
Hacksbr/resume,2021,1518,31,Organization,Python,158,python:3.9.7-slim-buster,python
mgechev/revive,2021,72,3,User,Go,5560,scratch,scratch
lblod/person-uri-for-social-security-number-service,2021,175,2,Organization,JavaScript,83,semtech/mu-javascript-template:1.5.0-beta.3,semtech/mu-javascript-template
lblod/subsidy-applications-management-service,2021,114,4,Organization,JavaScript,412,semtech/mu-javascript-template:1.4.0,semtech/mu-javascript-template
Haulmont/jmix-sampler,2021,686,14,Organization,Java,10937,openjdk:8-alpine,openjdk
shopware/production,2021,1451,31,Organization,PHP,1344,alpine:3.10,alpine
afinawalton/swap-meet,2021,763,18,User,Python,42,continuumio/anaconda3:latest,continuumio/anaconda3
martinhodtembo/hello-world,2021,152,3,User,Java,48,tomcat:8-jre8,tomcat
hlminh2000/argo-uikit,2021,337,15,User,TypeScript,15162,node:12.13.1-alpine,node
OutdoorRD/trails-viz,2020,1108,24,Organization,Vue,5399,nginx:1.17.4,nginx
