repo_name,year,file_size,loc,owner_type,language,size,base_image_full,base_image
RichardDavidsonTheGreat/CMPUT404-assignment-web-client,2019,665,14,User,Python,35,ubuntu:18.10,ubuntu
FNNDSC/pl-office-convert,2021,423,10,Organization,Python,27,docker.io/python:3.9.1-slim-buster,docker.io/python
FNNDSC/pl-hello_java,2021,609,15,Organization,Python,7,python:3.8.2-buster,python
MiyukiKun/txt-url-upload,2021,224,7,User,Python,85,python:3.9.7-slim-buster,python
Juan-cabrera-tw/github-actions-test,2021,119,7,User,JavaScript,22,node:10.13-alpine,node
nanappo7/programming-zemi,2021,352,11,User,Ruby,133,ruby:2.5.1,ruby
launchcodedev/app-config,2021,521,21,Organization,TypeScript,8585,node:14-alpine,node
RIPE-NCC/rpki-publication-server,2021,1613,26,Organization,Scala,1317,gcr.io/distroless/java-debian10:11,gcr.io/distroless/java-debian10
designunit/sisu,2021,114,5,Organization,Python,467,python:2.7.18-alpine3.11,python
JPerezC92/grade-attendance-management-backend,2021,554,11,User,PHP,279,php:8.0.9-alpine,php
sstangl/openpowerlifting,2021,1760,28,User,None,500434,debian:buster-slim,debian
yellowgg2/youngs-downloader,2021,1571,38,User,Dockerfile,25038,ubuntu:20.04,ubuntu
wmcruz/laravel-microservice-quickstart,2020,758,14,User,PHP,8530,php:7.3.6-fpm-alpine3.9,php
justcreatedev/saleor-dashboard,2021,494,16,Organization,TypeScript,110714,nginx:stable,nginx
nlamirault/bbox_exporter,2021,941,9,User,Go,2025,gcr.io/distroless/base,gcr.io/distroless/base
dahedgepeth/metasploit-framework,2021,3119,70,User,Ruby,651376,ruby:2.7.2-alpine3.12,ruby
pmeier/pytorch,2020,2666,57,User,None,407120,official,official
freehackquest/fhq-server,2021,1210,22,Organization,C++,25637,sea5kg/fhq-server-release-environment:latest,sea5kg/fhq-server-release-environment
hedou/saleor,2021,2169,52,User,Python,111947,python:3.9-slim,python
pham-tom/covid19-forecast-hub,2020,876,17,User,Jupyter Notebook,9733450,node:10.20.1-jessie,node
fsa-streamotion/sceptre,2021,213,8,Organization,Python,1563,python:3.6.13-alpine3.13,python
ishank838/immudb,2021,2478,67,User,Go,25253,scratch,scratch
bwNetFlow/flowpipeline,2021,369,9,Organization,Go,526,alpine,alpine
abrie/zctaimpacts,2021,660,16,User,TypeScript,64437,python:slim-buster,python
LiamABailey/AlbumTracker,2021,202,12,User,HTML,5972,golang:1.16-alpine,golang
ngzhian/emscripten,2019,1018,19,User,C++,242160,buildpack-deps:xenial,buildpack-deps
ulgens/django-blasphemy,2021,898,21,User,Python,1982,python:3.10.0-slim-buster,python
thomasjpfan/pytorch,2021,2924,64,User,C++,312344,official,official
OdysiaHallow/desertrose,2021,1548,45,User,DM,1011089,dm_base,dm_base
davisbarillas/shiftleft-js-demo,2020,104,5,User,JavaScript,37,node:12.12,node
davisbarillas/shiftleft-java-demo,,104,5,User,Java,277,node:12.12,node
henrist/aws-cli-toolbox,2021,320,13,User,Dockerfile,327,alpine:latest@sha256:e1c082e3d3c45cccac829840a25941e679c25d438cc8412c2fa221cf1a824e6a,alpine
iganari/package-gcp,2020,415,8,User,HCL,17657,iganarix/cld-gcloud,iganarix/cld-gcloud
wahyunf354/books-online-api,2021,274,12,User,Java,6849,alpine:3.14,alpine
TheAvengersInitiative/ProjectA2Back,2021,182,5,Organization,Java,768,openjdk:11.0.12-slim,openjdk
justinthelaw/probe,2021,687,13,User,JavaScript,62304,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256:1aa1227b8c3b3adf19280ce88a67ecf696d598ae94c8dbd3253415aa5efb8983,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256
openebs/mayastor,2021,832,11,Organization,Rust,7386,nixos/nix,nixos/nix
14hhan/django-rest-framework-14th,2021,717,11,User,Python,66,python:3.8.3-alpine,python
laurentsimon/scorecard,2021,1017,13,User,Go,29616,gcr.io/distroless/base:nonroot@sha256:46d4514c17aca7a68559ee03975983339fc548e6d1014e2d7633f9123f2d3c59,gcr.io/distroless/base
diego3g/umbriel,2021,812,22,User,TypeScript,3321,node:lts-alpine,node
fengpinghu/topology,2021,1267,29,User,None,11746,opensciencegrid/software-base:release,opensciencegrid/software-base
shroukkhan/freqtrade-1,2021,1682,38,User,Python,57464,base,base
philips-labs/spiffe-vault,2021,603,20,Organization,Go,162,busybox:1.33.1,busybox
fsouza/s3-upload-proxy,2021,288,10,User,Go,2787,alpine:3.14.2,alpine
fsouza/fake-gcs-server,2021,508,13,User,Go,2330,alpine:3.14.2,alpine
Leofltt/project_common,2021,261,8,User,Batchfile,128,python:3.8,python
luckyhyom/baeum-api,2021,941,19,User,TypeScript,480,node:lts-alpine3.14,node
TinaNEs/kotlin-web-site,2021,730,15,User,JavaScript,262474,python:3.6,python
valhuber/ApiLogicServer,2021,3251,27,User,TSQL,215659,python:3.9-slim-bullseye,python
finding/logseq,2021,532,13,User,Clojure,59142,clojure:openjdk-11-tools-deps-1.10.1.727,clojure
finding/acme.sh,2021,1531,61,User,Shell,5642,alpine:3.12,alpine
pafik13/Rocket.Chat,2020,686,21,User,JavaScript,89866,node:8.11-slim,node
jakelogemann/my,2021,1714,87,User,Shell,6168,alpine:edge,alpine
mab2233/mab8,2021,344,12,User,Python,125,python:3.9.6-slim-buster,python
ONSdigital/blaise-cawi-load-tests,2021,117,4,Organization,Python,183,locustio/locust,locustio/locust
ONSdigital/sdc-int-rh-cucumber,2021,793,21,Organization,Java,16306,adoptopenjdk/maven-openjdk11:latest,adoptopenjdk/maven-openjdk11
ONSdigital/sdx-survey,2021,190,7,Organization,Python,294,python:3.8-slim,python
ONSdigital/ras-collection-instrument,2021,366,8,Organization,Python,3864,python:3.9-slim,python
ONSdigital/rm-sample-service,2021,160,4,Organization,Java,5358,openjdk:11-jre-slim,openjdk
ONSdigital/dp-frontend-router,2018,125,4,Organization,Go,3117,onsdigital/dp-concourse-tools-ubuntu,onsdigital/dp-concourse-tools-ubuntu
ONSdigital/ssdc-rm-support-tool,2021,433,11,Organization,Java,1075,openjdk:11-slim,openjdk
ONSdigital/ssdc-rm-toolbox,2021,780,15,Organization,Python,213,python:3.9-slim,python
ONSdigital/florence,2018,105,4,Organization,JavaScript,646070,onsdigital/dp-concourse-tools-ubuntu,onsdigital/dp-concourse-tools-ubuntu
ONSdigital/ssdc-rm-ddl,2021,178,6,Organization,Java,196,python:3.9-slim,python
ONSdigital/eq-questionnaire-validator,2020,413,14,Organization,Python,1868,python:3.9-slim,python
ONSdigital/eq-questionnaire-runner,2021,626,17,Organization,Python,22930,python:3.9-slim-buster,python
ONSdigital/sdc-int-rh-service,2021,238,8,Organization,Java,4033,openjdk:11-jre-slim,openjdk
ONSdigital/address-index-developers,2021,1159,18,Organization,HTML,167,docker.io/python,docker.io/python
ONSdigital/zebedee,2020,652,13,Organization,Java,25651,openjdk:8-jre,openjdk
ONSdigital/The-Train,2020,336,7,Organization,Java,881,openjdk:8,openjdk
ONSdigital/sdc-int-rh-ui,2019,267,10,Organization,Python,7376,python:3.6,python
ONSdigital/ssdc-rm-acceptance-tests,2021,458,10,Organization,Python,484,python:3.9-slim,python
ONSdigital/ssdc-rm-caseprocessor,2021,414,9,Organization,Java,592,openjdk:11-jdk-slim,openjdk
mshima/generator-jhipster,2021,2018,61,User,JavaScript,97136,eclipse-temurin:11-focal,eclipse-temurin
danisrcnl/ai2020-backend,2021,225,4,User,Java,3110,openjdk,openjdk
selton00/conversao-peso,2021,359,11,User,C#,735,mcr.microsoft.com/dotnet/aspnet:5.0-alpine3.12,mcr.microsoft.com/dotnet/aspnet
Yawet330/tgstation,2021,2461,61,User,None,1900822,byond,byond
xmastan/covid19,2021,218,9,Organization,Vue,3727165,node:14.16.0-alpine,node
jahid90/sudoku-service,2021,110,3,User,Java,230,openjdk:11-jre-slim,openjdk
jahid90/todo-web,2021,449,14,User,JavaScript,4717,nginx:alpine,nginx
romeoatzscaler/infrastructure-as-code-example,2018,449,10,User,None,29,ruby:2.3,ruby
e-care-tech/simple-java-maven-app,2020,162,5,Organization,Java,20,java:8,java
zksync-sdk/zksync-python,2021,817,17,Organization,Python,536,otkds/tox:3.9.1-3.6.12,otkds/tox
MCPI-Revival/minecraft-pi-reborn,2021,450,13,Organization,C,2556,debian:bullseye-slim,debian
gunt3001/docker-botserver,2021,101,4,User,Dockerfile,580,node:10,node
naturalcrit/homebrewery,2021,512,10,Organization,JavaScript,33318,node:16.11-alpine,node
adityak74/cryptoviz,2021,144,7,User,JavaScript,459,mhart/alpine-node:16,mhart/alpine-node
LLNL/RAJA,2021,4270,76,Organization,C++,26517,axom/compilers:oneapi-2021.2.0,axom/compilers
LLNL/RAJAPerf,2021,3816,71,Organization,C++,6215,axom/compilers:oneapi,axom/compilers
Nekmo/pentest-studio,2019,546,18,User,JavaScript,1669,python:3.7,python
bfren/docker-ftps,2021,679,13,User,Shell,55,bfren/alpine-s6:alpineedge-2.2.20,bfren/alpine-s6
bfren/docker-freescout,2021,502,13,User,Shell,36,bfren/nginx-php:php7.4-2.2.21,bfren/nginx-php
bfren/docker-redis,2021,821,13,User,Shell,110,bfren/alpine-s6:alpine3.14-2.2.20,bfren/alpine-s6
bfren/docker-freshrss,2021,624,15,User,Shell,29,bfren/nginx-php:php8.0-2.2.21,bfren/nginx-php
bfren/docker-clamav,2021,229,7,User,Shell,101,bfren/alpine-s6:alpine3.14-2.2.20,bfren/alpine-s6
jihchi/kq,2021,297,10,User,Rust,54,debian:buster-slim,debian
theriston/goof,2021,222,10,User,None,5319,node:14.1.0,node
brunoguindani/a-MLLibrary,2021,573,7,User,Python,1607,python:3.8,python
Talluri555/hello-world,2020,134,3,User,Java,29,tomcat:8-jre8,tomcat
eunhyekim224/recharge,2021,1174,20,User,Dockerfile,110,node:14-alpine,node
Mitulsharma123/openshift-preflight,2021,1381,23,User,Go,624,registry.access.redhat.com/ubi8/ubi:latest,registry.access.redhat.com/ubi8/ubi
jonhilgart22/go-trader,2021,765,19,User,Jupyter Notebook,10990,lambci/lambda:build-python3.8,lambci/lambda
TywinEvergreen/feeder,2021,291,11,User,Python,2342,python:3.8,python
appvia/krane,2021,2034,30,Organization,Ruby,668,ruby:2.7.3-alpine3.13,ruby
adevinta/vulnerability-db,2021,1050,27,Organization,Go,1259,alpine:3.14,alpine
malphitee/go-gin-api,2021,954,15,User,None,5112,alpine:latest,alpine
dotenv-linter/dotenv-linter,2021,410,13,Organization,Rust,821,scratch,scratch
tianhaoz95/approveman,2021,106,6,User,TypeScript,13863,node:16,node
tinyzimmer/external-dns,2021,1178,14,User,None,55663,$ARCH/alpine:3.14,$ARCH/alpine
KaranamVijayKumar/Mining-the-Social-Web-3rd-Edition,2019,3895,86,User,Jupyter Notebook,42776,jupyter/minimal-notebook,jupyter/minimal-notebook
lightalloy/dev.to,2020,13,1,User,Ruby,733441,,
orijtech/m3,2021,72,2,Organization,Go,99736,golang:1.16-stretch,golang
dipjyotimetia/ApiTestAutomation,2021,199,6,User,JavaScript,7194,node:14.16.0-alpine,node
sunny-1651/System-Integration,2021,1241,20,User,Python,14753,ros:kinetic-robot,ros
rickhelmus/patRoon,2020,2835,41,User,R,295127,rocker/r-rspm:18.04,rocker/r-rspm
MarkoLuna/GoEmployeeCrud,2021,152,6,User,Go,108,golang:alpine,golang
almarengo/Chatty-bot,2021,570,12,User,Python,210302,nvidia/cuda:11.1.1-cudnn8-runtime-ubuntu18.04,nvidia/cuda
max-programming/LinkFree,2021,625,17,User,JavaScript,1055,node:15,node
opennode/waldur-homeport,2021,986,19,Organization,TypeScript,46523,nginx:stable-alpine,nginx
santif/mtz-crypto,2021,1513,29,User,Go,898,gcr.io/distroless/static,gcr.io/distroless/static
pushalarm/pushalarm,2021,543,17,Organization,F#,41,base,base
Nayef211/pytorch,2021,2930,64,User,C++,400297,official,official
VelvetThePanda/Silk,2021,496,13,Organization,C#,66614,mcr.microsoft.com/dotnet/runtime:5.0-alpine,mcr.microsoft.com/dotnet/runtime
hasueki/cluster-image-registry-operator,2021,671,12,User,Go,134836,registry.ci.openshift.org/ocp/4.10:base,registry.ci.openshift.org/ocp/4.10
kennytm/tikv,2018,259,9,User,Rust,48620,pingcap/alpine-glibc,pingcap/alpine-glibc
skrthomas/openshift-docs,2020,193,5,User,HTML,480422,centos:8,centos
DaisukeOtaka/slamp,2018,326,9,User,JavaScript,148,node:9.11.1,node
aeturrell/coding-for-economists,2021,1530,29,User,Jupyter Notebook,216071,python:3.8.12-bullseye,python
MKRazz/meteor-launchpad,2019,2021,45,User,Shell,95,debian:stable,debian
yaktak/score-shards,2021,95,6,User,TypeScript,141,node:latest,node
nimbl0/CSC-Bot,2021,499,18,User,JavaScript,3234,node:16-alpine,node
Project0/certjunkie,2021,391,11,User,Go,73,scratch,scratch
bculibrk/ecs-demo-php-simple-app,2021,464,14,User,PHP,43,public.ecr.aws/amazonlinux/amazonlinux:2,public.ecr.aws/amazonlinux/amazonlinux
secondl1ght/forem,2020,13,1,User,None,793233,,
BitGo/BitGoJS,2021,1526,25,Organization,TypeScript,39607,node:14-alpine@sha256:5c33bc6f021453ae2e393e6e20650a4df0a4737b1882d389f17069dc1933fdc5,node
openchia/web,2021,673,17,Organization,SCSS,5495,ubuntu:rolling,ubuntu
openchia/api,2021,502,12,Organization,Python,199,debian:stable,debian
openchia/pool,2021,614,14,Organization,Python,889,debian:stable,debian
CodeForAfrica/PesaYetu,2021,1235,38,Organization,JavaScript,53074,node:14,node
geometryzen/TypeScript,2020,252,6,User,TypeScript,1578739,node:current,node
iuliasirbu/conference-app-frontend,2021,776,22,User,JavaScript,690,node:14,node
cloudogu/scm,2021,3701,50,Organization,Groovy,3980,registry.cloudogu.com/official/java:11.0.11-2,registry.cloudogu.com/official/java
ShahradR/action-taskcat,2021,449,6,User,TypeScript,1614,taskcat/taskcat:latest,taskcat/taskcat
Calmsie/rasa,2021,1117,25,Organization,Python,1504210,${IMAGE_BASE_NAME}:base-${BASE_IMAGE_HASH},${IMAGE_BASE_NAME}
rfdez/letsmeet,2021,94,4,User,TypeScript,474,node:14.17.6-slim,node
schlagenhauf/qmk_firmware,2021,100,4,User,C,182476,qmkfm/qmk_cli,qmkfm/qmk_cli
Info-Lapio/Backend-Infowargame-v3,2021,188,5,Organization,Java,130,openjdk:8-jre-slim,openjdk
MRmlik12/DCR,2021,483,12,User,C#,2715,mcr.microsoft.com/dotnet/sdk:5.0.400-focal-amd64,mcr.microsoft.com/dotnet/sdk
UpList-site/UpList,2021,156,8,Organization,JavaScript,1598,node:16,node
tkosudi/kmdb-remake,2021,242,10,User,Python,31563,python:3.9,python
ankitm123/go-ethereum,2021,723,16,User,Go,168581,alpine:latest,alpine
ankitm123/jx-preview,2021,258,9,User,Go,1367,ghcr.io/jenkins-x/jx-boot:latest,ghcr.io/jenkins-x/jx-boot
ankitm123/jx,2021,413,11,User,Go,65031,ghcr.io/jenkins-x/jx-cli-base-image:0.0.48,ghcr.io/jenkins-x/jx-cli-base-image
ankitm123/jx-admin,2021,254,9,User,Go,1145,ghcr.io/jenkins-x/jx-boot:latest,ghcr.io/jenkins-x/jx-boot
Apollon76/html2reader,2021,214,8,User,Python,30,python:3.9-slim,python
Cyber01warriors/hellboybot,2021,1655,64,User,Python,3050,python:3.8.5-slim-buster,python
AshWilliams/AwesomeClinic-Front,2021,513,10,User,JavaScript,1128,node:10-alpine,node
SimicDomagoj/CookbookWeb,2021,166,9,User,Go,55,golang:1.16-alpine,golang
alvarogonzalez-packlink/argo-cd,2021,4776,87,User,None,56184,argocd-base,argocd-base
UBESP-DCTV/covid19ita,2020,5435,65,Organization,R,1289644,rocker/r-ver:4.0.3,rocker/r-ver
fbadine/keras-io,2021,226,8,User,Jupyter Notebook,115837,python:3.7,python
ArtFXDev/silex-front,2021,262,10,Organization,TypeScript,4111,nginx,nginx
rtijm/hello-github-actions-k8s,2021,448,12,User,Go,18,alpine:3.12,alpine
digital-werewolf/werewolf-server,2021,512,15,Organization,TypeScript,1387,node:15.8.0-alpine3.13,node
prashant564/Ristorante-Confusion,2020,149,9,User,JavaScript,1847,node,node
Retropen-Bar/smashtheque-app,2021,1280,16,Organization,Ruby,3556,leikir/ruby-bundler-node-yarn-and-extras:ruby-2.6.6-node-14.16.1-slim,leikir/ruby-bundler-node-yarn-and-extras
YesWiki/yeswiki,2021,812,15,Organization,PHP,67353,lavoweb/php-7.3:composer,lavoweb/php-7.3
BoombSquad/bbs-backend,2021,382,12,Organization,Java,65,openjdk:11-jre-slim,openjdk
arafattehsin/up-for-grabs.net,2020,820,19,User,None,19776,ruby:2.6-slim-buster,ruby
bhardwajRahul/prism,2020,2939,48,User,TypeScript,12465,node:12-alpine,node
bhardwajRahul/awesome-kubernetes,2018,329,8,User,Shell,3481,ubuntu:16.04,ubuntu
bhardwajRahul/authelia,2021,664,18,User,Go,22738,alpine:3.14.2,alpine
bhardwajRahul/pycryptobot,2021,694,17,User,Python,3316,python:3.9-slim-bullseye,python
bhardwajRahul/appwrite,2021,8643,221,User,JavaScript,126496,php:8.0-cli-alpine,php
digitalmethodsinitiative/hyphe,2021,863,22,Organization,JavaScript,87314,python:2.7-slim,python
thales-markets/community-bots,2021,388,7,Organization,JavaScript,613,node:12,node
Douma-X/YoneRobot,2021,1689,64,User,Python,709,python:3.8.5-slim-buster,python
appootb/grpc-runner,2020,4651,50,Organization,Dockerfile,14,debian:jessie,debian
Eatmine/swap-meet,2021,763,18,User,Python,36,continuumio/anaconda3:latest,continuumio/anaconda3
piotrekobiIntel/Paddle,2021,4157,61,User,Python,253332,nvidia/cuda:8.0-cudnn7-devel-ubuntu16.04,nvidia/cuda
GemunIon/nestjs-api,2021,120,7,Organization,TypeScript,1324,node:16-alpine,node
GemunIon/nestjs-test,2021,120,7,Organization,TypeScript,62,node:16-alpine,node
Extrality/headscale,2021,425,13,Organization,Go,2986,ubuntu:20.04,ubuntu
Screenleap/ion-sfu,2021,344,8,Organization,Go,4543,golang:1.14.14-stretch,golang
acosferreira/edge-api,2021,1412,20,User,Go,1462,registry.redhat.io/ubi8-minimal:latest,registry.redhat.io/ubi8-minimal
sonatype-nexus-community/bbash,2021,1356,28,Organization,Go,1333,scratch,scratch
nashid/hoppity,2020,477,19,User,Python,133,continuumio/miniconda3:latest,continuumio/miniconda3
Robbie1977/DockerStaticSite,2016,116,3,User,HTML,38,nginx:alpine,nginx
ualbertalib/jupiter,2020,677,25,Organization,Ruby,93464,ruby:2.6.5-alpine,ruby
do-know/Crypt-LE,2020,382,13,User,Perl,378,alpine,alpine
tenjaa/concourse-github-app-token,2021,1843,35,User,Java,348,alpine:3.14.2@sha256:e1c082e3d3c45cccac829840a25941e679c25d438cc8412c2fa221cf1a824e6a,alpine
filipesilva/athens,2020,1231,30,User,Clojure,63874,ardoq/leiningen:jdk11-2.9.4,ardoq/leiningen
eclipse-theia/theia-blueprint,2021,304,2,Organization,TypeScript,3697,node:12.19.0-stretch,node
artvit/orangepi-health-check,2021,333,14,User,TypeScript,587,node:14-alpine,node
KlausAbram/suncold-rest-app,2021,342,11,User,Go,8763,golang:1.17.1-buster,golang
viktoriia-svisch/cli-app,2021,220,8,User,Vue,1511,nginx:alpine,nginx
crkn-rcdr/cihm-metadatabus,2021,3595,58,Organization,Dockerfile,82,perl:5.34.0,perl
saicem/BotWonder,2021,758,18,User,C#,65,base,base
triggerz/node-ci-docker,2021,356,6,Organization,Dockerfile,11,node:14.15.4,node
delawere/learnic,2021,338,11,User,TypeScript,3121,node:10-alpine,node
matjin/infersharp,2021,2963,71,User,C#,26948,debian:bullseye-slim,debian
WrRaThY/metaplex,2021,1231,21,User,TypeScript,19413,node:14.17.3-alpine,node
Hemric/docker-php-nginx-supervisor,2021,961,25,User,Dockerfile,3,php:${PHP_VERSION}-fpm-alpine,php
sbpublicdefendersoffice/sb_reentry_app,2021,1392,25,Organization,TypeScript,41068,node:14.18.1-alpine,node
njguilhem2/crud-java,2021,168,6,User,Java,76,openjdk:11-jdk,openjdk
njguilhem2/integration-stack,2021,196,6,User,Java,94,openjdk:11-jdk,openjdk
schlauerlauer/alertmanager-webhook-signal,2021,497,14,User,Go,12209,docker.io/library/alpine:latest,docker.io/library/alpine
janLo/personal-jupyter-image,2021,1575,56,User,Python,60,jupyter/scipy-notebook,jupyter/scipy-notebook
ankushchauhan9/conferencedemo,2021,150,4,User,Java,82121,openjdk:8,openjdk
ErichMantai/Rentalx,2021,116,7,User,TypeScript,154,node,node
MrAdhit/OpenBullet2,2021,573,11,User,C#,17342,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
HappyFerret/partner-api-documentation,2020,239,8,Organization,JavaScript,1228,ruby:2.6.5,ruby
isaacegglestone/goof,,222,10,User,JavaScript,5210,node:16.9.0,node
Code-4-Community/speak-for-the-trees-backend-v2,2020,350,4,Organization,Java,3954,openjdk:8,openjdk
adyatan/slam-mirrorbot,2021,409,13,User,None,993,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
hubidubi/go-contacts,2020,459,11,User,Go,44,alpine,alpine
aretecode/modern-stack-portfolio-react,2019,1027,23,User,TypeScript,118144,mhart/alpine-node:12,mhart/alpine-node
capactio/capact,2021,2896,57,Organization,Go,9522,alpine:3.13,alpine
madhunivi55555/hellow-world,2020,1,0,User,Java,111,,
DS-Homebrew/TWiLightMenu,2020,167,6,Organization,C++,187593,devkitpro/devkitarm:20200528,devkitpro/devkitarm
Habeeb101/spring-boot-mongo-docker,2020,291,7,User,Java,217,openjdk:8-alpine,openjdk
ground-x/caver-js-ext-kas,2020,513,9,Organization,JavaScript,2162,node:carbon,node
ILLIXR/ILLIXR,2021,2483,48,Organization,C++,622280,ubuntu:20.04,ubuntu
rwilliams0331/snmp_exporter,2019,424,11,User,Go,9616,quay.io/prometheus/busybox-${OS}-${ARCH}:latest,quay.io/prometheus/busybox-${OS}-${ARCH}
affinity/slate,2021,538,21,Organization,SCSS,3190,ruby:2.6-slim,ruby
k0s3r40/static-docker-website,2021,46,2,User,HTML,4,nginx:alpine,nginx
liquid22/Continuous-Delivery-with-Docker-and-Jenkins-Second-Edition,2021,112,3,User,Java,270,openjdk:8-jre,openjdk
